Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2015,First Circuit,Traffic Offenses,96.0,44.0,140.0,17.0,123.0
2015,Second Circuit,TOTAL CASES,6719.0,2028.0,8747.0,1957.0,6790.0
2015,Second Circuit,Civil Actions,1617.0,701.0,2318.0,944.0,1374.0
2015,Second Circuit,Contract,164.0,54.0,218.0,104.0,114.0
2015,Second Circuit,Motor Vehicle Tort,94.0,66.0,160.0,61.0,99.0
2015,Second Circuit,Assault & Battery,2.0,,2.0,2.0,2.0
2015,Second Circuit,Construction Defect,5.0,,5.0,1.0,4.0
2015,Second Circuit,Medical Malpractice,11.0,3.0,14.0,3.0,11.0
2015,Second Circuit,Legal Malpractice,4.0,,4.0,,4.0
2015,Second Circuit,Product Liability,7.0,1.0,8.0,3.0,5.0
2015,Second Circuit,Other Non-Vehicle Tort,137.0,56.0,193.0,61.0,132.0
2015,Second Circuit,Condemnation,3.0,,3.0,1.0,2.0
2015,Second Circuit,Foreclosure,944.0,411.0,1355.0,577.0,778.0
2015,Second Circuit,Agency Appeal,17.0,11.0,28.0,5.0,23.0
2015,Second Circuit,Declaratory Judgment,37.0,17.0,54.0,25.0,29.0
2015,Second Circuit,Agreement of Sale Foreclosure,,,,,
2015,Second Circuit,Other Civil Action,192.0,82.0,274.0,103.0,171.0
2015,Second Circuit,Probate Proceedings,1642.0,207.0,1849.0,69.0,1780.0
2015,Second Circuit,Probate Intestate,97.0,2.0,99.0,2.0,97.0
2015,Second Circuit,Probate Testate,134.0,10.0,144.0,4.0,140.0
2015,Second Circuit,Special Administration,600.0,69.0,669.0,7.0,662.0
2015,Second Circuit,Small Estate,18.0,7.0,25.0,6.0,19.0
2015,Second Circuit,Informal Will,511.0,48.0,559.0,3.0,556.0
2015,Second Circuit,Other,282.0,71.0,353.0,47.0,306.0
2015,Second Circuit,Conservatorship/ Guardianship Proceedings,687.0,35.0,722.0,1.0,721.0
2015,Second Circuit,Conservatorship/ Guardianship,45.0,8.0,53.0,,53.0
2015,Second Circuit,Conservatorship,239.0,27.0,266.0,1.0,265.0
2015,Second Circuit,Guardianship,403.0,,403.0,,403.0
2015,Second Circuit,Trust Proceedings,146.0,13.0,159.0,1.0,158.0
2015,Second Circuit,Miscellaneous Proceedings,689.0,102.0,791.0,24.0,767.0
2015,Second Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,90.0,11.0,101.0,5.0,96.0
2015,Second Circuit,Other Special Proceedings,599.0,91.0,690.0,19.0,671.0
2015,Second Circuit,Criminal Actions,1938.0,970.0,2908.0,918.0,1990.0
2015,Second Circuit,Part I,936.0,447.0,1383.0,457.0,926.0
2015,Second Circuit,Murder & Non-Negligent Manslaughter,16.0,16.0,32.0,4.0,28.0
2015,Second Circuit,Negligent Homicide,5.0,4.0,9.0,4.0,5.0
2015,Second Circuit,Forcible Rape,9.0,2.0,11.0,3.0,8.0
2015,Second Circuit,Robbery,25.0,20.0,45.0,20.0,25.0
2015,Second Circuit,Aggravated Assault,153.0,86.0,239.0,96.0,143.0
2015,Second Circuit,Burglary,177.0,93.0,270.0,68.0,202.0
2015,Second Circuit,Larceny-Theft,460.0,171.0,631.0,207.0,424.0
2015,Second Circuit,Auto Theft,91.0,55.0,146.0,53.0,93.0
2015,Second Circuit,Part II,1002.0,523.0,1525.0,461.0,1064.0
2015,Second Circuit,Other Assaults,20.0,27.0,47.0,28.0,19.0
2015,Second Circuit,Arson,7.0,5.0,12.0,2.0,10.0
2015,Second Circuit,Forgery and Counterfeiting,76.0,9.0,85.0,22.0,63.0
2015,Second Circuit,Fraud,118.0,18.0,136.0,30.0,106.0
2015,Second Circuit,Embezzlement,2.0,,2.0,,2.0
2015,Second Circuit,Stolen Property,6.0,,6.0,,6.0
2015,Second Circuit,Vandalism,27.0,10.0,37.0,13.0,24.0
2015,Second Circuit,Weapons,46.0,20.0,66.0,13.0,53.0
2015,Second Circuit,Prostitution,,,,,
2015,Second Circuit,Sex Offenses,29.0,19.0,48.0,19.0,29.0
2015,Second Circuit,Narcotic Drug Laws,438.0,240.0,678.0,174.0,504.0
2015,Second Circuit,Gambling,3.0,2.0,5.0,1.0,4.0
2015,Second Circuit,Offenses Against Family & Children,15.0,16.0,31.0,22.0,9.0
2015,Second Circuit,Driving Under the Influence,16.0,3.0,19.0,11.0,8.0
2015,Second Circuit,Liquor Laws,2.0,,2.0,,2.0
2015,Second Circuit,Disorderly Conduct,1.0,2.0,3.0,1.0,2.0
2015,Second Circuit,All Other Offenses (Except Traffic),181.0,134.0,315.0,113.0,202.0
2015,Second Circuit,Traffic Offenses,15.0,18.0,33.0,11.0,22.0
2015,Third Circuit,TOTAL CASES,7421.0,2315.0,9736.0,1948.0,7788.0
2015,Third Circuit,Civil Actions,2328.0,937.0,3265.0,784.0,2481.0
2015,Third Circuit,Contract,200.0,66.0,266.0,66.0,200.0
2015,Third Circuit,Motor Vehicle Tort,122.0,95.0,217.0,60.0,157.0
2015,Third Circuit,Assault & Battery,8.0,2.0,10.0,3.0,7.0
2015,Third Circuit,Construction Defect,2.0,1.0,3.0,1.0,2.0
2015,Third Circuit,Medical Malpractice,13.0,14.0,27.0,5.0,22.0
2015,Third Circuit,Legal Malpractice,1.0,2.0,3.0,,3.0
2015,Third Circuit,Product Liability,5.0,2.0,7.0,,7.0
2015,Third Circuit,Other Non-Vehicle Tort,140.0,57.0,197.0,39.0,158.0
2015,Third Circuit,Condemnation,13.0,2.0,15.0,,13.0
2015,Third Circuit,Foreclosure,1542.0,548.0,2090.0,517.0,1573.0
2015,Third Circuit,Agency Appeal,33.0,19.0,52.0,11.0,41.0
2015,Third Circuit,Declaratory Judgment,46.0,31.0,77.0,19.0,58.0
2015,Third Circuit,Agreement of Sale Foreclosure,,,,,
2015,Third Circuit,Other Civil Action,203.0,98.0,301.0,61.0,240.0
2015,Third Circuit,Probate Proceedings,1353.0,327.0,1680.0,143.0,1537.0
2015,Third Circuit,Probate Intestate,61.0,,61.0,2.0,59.0
2015,Third Circuit,Probate Testate,61.0,10.0,71.0,1.0,70.0
2015,Third Circuit,Special Administration,724.0,129.0,853.0,24.0,829.0
2015,Third Circuit,Small Estate,25.0,26.0,51.0,24.0,27.0
2015,Third Circuit,Informal Will,307.0,22.0,329.0,9.0,320.0
2015,Third Circuit,Other,175.0,140.0,315.0,83.0,232.0
2015,Third Circuit,Conservatorship/ Guardianship Proceedings,796.0,25.0,821.0,9.0,812.0
2015,Third Circuit,Conservatorship/ Guardianship,60.0,4.0,64.0,3.0,61.0
2015,Third Circuit,Conservatorship,236.0,21.0,257.0,5.0,252.0
2015,Third Circuit,Guardianship,500.0,,500.0,1.0,499.0
2015,Third Circuit,Trust Proceedings,83.0,21.0,104.0,7.0,97.0
2015,Third Circuit,Miscellaneous Proceedings,466.0,74.0,540.0,56.0,484.0
2015,Third Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,68.0,8.0,76.0,16.0,60.0
2015,Third Circuit,Other Special Proceedings,398.0,66.0,464.0,40.0,424.0
2015,Third Circuit,Criminal Actions,2395.0,931.0,3326.0,949.0,2377.0
2015,Third Circuit,Part I,916.0,371.0,1287.0,339.0,948.0
2015,Third Circuit,Murder & Non-Negligent Manslaughter,24.0,8.0,32.0,9.0,23.0
2015,Third Circuit,Negligent Homicide,7.0,1.0,8.0,2.0,6.0
2015,Third Circuit,Forcible Rape,9.0,2.0,11.0,3.0,8.0
2015,Third Circuit,Robbery,36.0,13.0,49.0,15.0,34.0
2015,Third Circuit,Aggravated Assault,207.0,73.0,280.0,79.0,201.0
2015,Third Circuit,Burglary,168.0,75.0,243.0,70.0,173.0
2015,Third Circuit,Larceny-Theft,387.0,163.0,550.0,123.0,427.0
2015,Third Circuit,Auto Theft,78.0,36.0,114.0,38.0,76.0
2015,Third Circuit,Part II,1479.0,560.0,2039.0,610.0,1429.0
2015,Third Circuit,Other Assaults,75.0,21.0,96.0,21.0,75.0
2015,Third Circuit,Arson,12.0,9.0,21.0,3.0,18.0
2015,Third Circuit,Forgery and Counterfeiting,39.0,9.0,48.0,12.0,36.0
2015,Third Circuit,Fraud,62.0,6.0,68.0,9.0,59.0
2015,Third Circuit,Embezzlement,,,,,
2015,Third Circuit,Stolen Property,7.0,2.0,9.0,3.0,6.0
2015,Third Circuit,Vandalism,59.0,13.0,72.0,20.0,52.0
2015,Third Circuit,Weapons,66.0,28.0,94.0,24.0,70.0
2015,Third Circuit,Prostitution,,,,,
2015,Third Circuit,Sex Offenses,25.0,11.0,36.0,10.0,26.0
2015,Third Circuit,Narcotic Drug Laws,643.0,256.0,899.0,319.0,580.0
2015,Third Circuit,Gambling,1.0,,1.0,2.0,
2015,Third Circuit,Offenses Against Family & Children,37.0,29.0,66.0,14.0,52.0
2015,Third Circuit,Driving Under the Influence,28.0,5.0,33.0,11.0,22.0
2015,Third Circuit,Liquor Laws,2.0,,2.0,,1.0
2015,Third Circuit,Disorderly Conduct,4.0,6.0,10.0,3.0,7.0
2015,Third Circuit,All Other Offenses (Except Traffic),355.0,137.0,492.0,139.0,353.0
2015,Third Circuit,Traffic Offenses,64.0,27.0,91.0,19.0,72.0
2015,Fifth Circuit,TOTAL CASES,4596.0,790.0,5386.0,443.0,4943.0
2015,Fifth Circuit,Civil Actions,1075.0,230.0,1305.0,84.0,1221.0
2015,Fifth Circuit,Contract,196.0,19.0,215.0,9.0,206.0
2015,Fifth Circuit,Motor Vehicle Tort,68.0,27.0,95.0,8.0,87.0
2015,Fifth Circuit,Assault & Battery,6.0,1.0,7.0,0.0,7.0
2015,Fifth Circuit,Construction Defect,4.0,,4.0,1.0,3.0
2015,Fifth Circuit,Medical Malpractice,3.0,2.0,5.0,,5.0
2015,Fifth Circuit,Legal Malpractice,1.0,1.0,2.0,,2.0
2015,Fifth Circuit,Product Liability,4.0,,4.0,,4.0
2015,Fifth Circuit,Other Non-Vehicle Tort,85.0,26.0,111.0,5.0,106.0
2015,Fifth Circuit,Condemnation,3.0,,3.0,,3.0
2015,Fifth Circuit,Foreclosure,482.0,106.0,588.0,50.0,538.0
2015,Fifth Circuit,Agency Appeal,31.0,4.0,35.0,2.0,33.0
2015,Fifth Circuit,Declaratory Judgment,33.0,4.0,37.0,,37.0
2015,Fifth Circuit,Agreement of Sale Foreclosure,,,,,
2015,Fifth Circuit,Other Civil Action,145.0,34.0,179.0,27.0,152.0
2015,Fifth Circuit,Probate Proceedings,875.0,86.0,961.0,17.0,944.0
2015,Fifth Circuit,Probate Intestate,71.0,,71.0,,71.0
2015,Fifth Circuit,Probate Testate,151.0,10.0,161.0,,161.0
2015,Fifth Circuit,Special Administration,233.0,34.0,267.0,3.0,264.0
2015,Fifth Circuit,Small Estate,14.0,10.0,24.0,13.0,11.0
2015,Fifth Circuit,Informal Will,116.0,15.0,131.0,,131.0
2015,Fifth Circuit,Other,290.0,17.0,307.0,1.0,306.0
2015,Fifth Circuit,Conservatorship/ Guardianship Proceedings,335.0,14.0,349.0,1.0,348.0
2015,Fifth Circuit,Conservatorship/ Guardianship,34.0,2.0,36.0,,36.0
2015,Fifth Circuit,Conservatorship,74.0,12.0,86.0,,86.0
2015,Fifth Circuit,Guardianship,227.0,,227.0,1.0,226.0
2015,Fifth Circuit,Trust Proceedings,36.0,4.0,40.0,,40.0
2015,Fifth Circuit,Miscellaneous Proceedings,734.0,20.0,754.0,7.0,747.0
2015,Fifth Circuit,Mechanic's and Materialmanâ€™s Lien,36.0,2.0,38.0,,38.0
2015,Fifth Circuit,Other Special Proceedings,698.0,18.0,716.0,7.0,709.0
2015,Fifth Circuit,Criminal Actions *,1541.0,436.0,1977.0,334.0,1643.0
2015,Fifth Circuit,Part I,563.0,157.0,720.0,115.0,605.0
2015,Fifth Circuit,Murder & Non-Negligent Manslaughter,15.0,2.0,17.0,2.0,15.0
2015,Fifth Circuit,Negligent Homicide,9.0,,9.0,2.0,7.0
2015,Fifth Circuit,Forcible Rape,17.0,4.0,21.0,3.0,18.0
2015,Fifth Circuit,Robbery,25.0,4.0,29.0,4.0,25.0
2015,Fifth Circuit,Aggravated Assault,142.0,41.0,183.0,31.0,152.0
2015,Fifth Circuit,Burglary,105.0,27.0,132.0,13.0,119.0
2015,Fifth Circuit,Larceny-Theft,210.0,68.0,278.0,47.0,231.0
2015,Fifth Circuit,Auto Theft,40.0,11.0,51.0,13.0,38.0
2015,Fifth Circuit,Part II,978.0,279.0,1257.0,219.0,1038.0
2015,Fifth Circuit,Other Assaults,38.0,13.0,51.0,5.0,46.0
2015,Fifth Circuit,Arson,11.0,6.0,17.0,3.0,14.0
2015,Fifth Circuit,Forgery and Counterfeiting,26.0,4.0,30.0,3.0,27.0
2015,Fifth Circuit,Fraud,38.0,6.0,44.0,6.0,38.0
2015,Fifth Circuit,Embezzlement,3.0,1.0,4.0,,4.0
2015,Fifth Circuit,Stolen Property,,,,,
2015,Fifth Circuit,Vandalism,17.0,5.0,22.0,4.0,18.0
2015,Fifth Circuit,Weapons,58.0,14.0,72.0,8.0,64.0
2015,Fifth Circuit,Prostitution,,,,,
2015,Fifth Circuit,Sex Offenses,49.0,7.0,56.0,9.0,47.0
2015,Fifth Circuit,Narcotic Drug Laws,360.0,80.0,440.0,70.0,370.0
2015,Fifth Circuit,Gambling,,,,,
2015,Fifth Circuit,Offenses Against Family & Children,44.0,42.0,86.0,26.0,60.0
2015,Fifth Circuit,Driving Under the Influence,5.0,1.0,6.0,1.0,5.0
2015,Fifth Circuit,Liquor Laws,1.0,,1.0,,1.0
2015,Fifth Circuit,Disorderly Conduct,2.0,1.0,3.0,1.0,2.0
2015,Fifth Circuit,All Other Offenses (Except Traffic),288.0,61.0,349.0,66.0,283.0
2015,Fifth Circuit,Traffic Offenses,38.0,38.0,76.0,17.0,59.0
2013,First Circuit,TOTAL CASES,30176.0,11494.0,41670.0,9085.0,32585.0
2013,First Circuit,Civil Actions,6991.0,3277.0,10268.0,2467.0,7801.0
2013,First Circuit,Contract,1160.0,450.0,1610.0,473.0,1137.0
2013,First Circuit,Motor Vehicle Tort,715.0,398.0,1113.0,416.0,697.0
2013,First Circuit,Assault & Battery,40.0,14.0,54.0,14.0,40.0
2013,First Circuit,Construction Defect,30.0,4.0,34.0,6.0,28.0
2013,First Circuit,Medical Malpractice,66.0,30.0,96.0,26.0,70.0
2013,First Circuit,Legal Malpractice,17.0,8.0,25.0,3.0,22.0
2013,First Circuit,Product Liability,10.0,8.0,18.0,8.0,10.0
2013,First Circuit,Other Non-Vehicle Tort,630.0,260.0,890.0,266.0,624.0
2013,First Circuit,Condemnation,9.0,5.0,14.0,4.0,10.0
2013,First Circuit,Foreclosure,3018.0,1399.0,4417.0,656.0,3761.0
2013,First Circuit,Agency Appeal,110.0,109.0,219.0,91.0,128.0
2013,First Circuit,Declaratory Judgment,143.0,90.0,233.0,65.0,168.0
2013,First Circuit,Agreement of Sale Foreclosure,,,,,
2013,First Circuit,Other Civil Action,1043.0,502.0,1545.0,445.0,1100.0
2013,First Circuit,Probate Proceedings,7160.0,798.0,7958.0,106.0,7852.0
2013,First Circuit,Probate Intestate,161.0,26.0,187.0,5.0,182.0
2013,First Circuit,Probate Testate,705.0,81.0,786.0,16.0,770.0
2013,First Circuit,Special Administration,3003.0,307.0,3310.0,41.0,3269.0
2013,First Circuit,Small Estate,7.0,,7.0,,7.0
2013,First Circuit,Informal Will,2719.0,291.0,3010.0,19.0,2991.0
2013,First Circuit,Other,565.0,93.0,658.0,25.0,633.0
2013,First Circuit,Conservatorship/Guardianship Proceedings,5341.0,148.0,5489.0,61.0,5428.0
2013,First Circuit,Conservatorship/Guardianship,153.0,28.0,181.0,7.0,174.0
2013,First Circuit,Conservatorship,757.0,120.0,877.0,35.0,842.0
2013,First Circuit,Guardianship,4431.0,,4431.0,19.0,4412.0
2013,First Circuit,Trust Proceedings,1494.0,192.0,1686.0,8.0,1678.0
2013,First Circuit,Miscellaneous Proceedings,1840.0,5043.0,6883.0,4646.0,2237.0
2013,First Circuit,Land Court,484.0,3823.0,4307.0,3809.0,498.0
2013,First Circuit,Tax Appeal Court,718.0,455.0,1173.0,342.0,831.0
2013,First Circuit,Mechanic's and Materialman's Lien,68.0,35.0,103.0,24.0,79.0
2013,First Circuit,Other Special Proceedings,570.0,730.0,1300.0,471.0,829.0
2013,First Circuit,Criminal Actions @,7350.0,2036.0,9386.0,1797.0,7589.0
2013,First Circuit,Part I,3464.0,1069.0,4533.0,930.0,3603.0
2013,First Circuit,Murder & Non-Negligent Manslaughter,76.0,22.0,98.0,26.0,72.0
2013,First Circuit,Negligent Homicide,41.0,15.0,56.0,8.0,48.0
2013,First Circuit,Forcible Rape,33.0,8.0,41.0,9.0,32.0
2013,First Circuit,Robbery,303.0,137.0,440.0,127.0,313.0
2013,First Circuit,Aggravated Assault,724.0,227.0,951.0,217.0,734.0
2013,First Circuit,Burglary,541.0,203.0,744.0,178.0,566.0
2013,First Circuit,Larceny - over $50,1239.0,352.0,1591.0,268.0,1323.0
2013,First Circuit,Auto Theft,507.0,105.0,612.0,97.0,515.0
2013,First Circuit,Part II,3886.0,967.0,4853.0,867.0,3986.0
2013,First Circuit,Other Assaults,387.0,69.0,456.0,96.0,360.0
2013,First Circuit,Arson,33.0,21.0,54.0,15.0,39.0
2013,First Circuit,Forgery and Counterfeiting,226.0,45.0,271.0,37.0,234.0
2013,First Circuit,Fraud,210.0,10.0,220.0,24.0,196.0
2013,First Circuit,Embezzlement,1.0,,1.0,,1.0
2013,First Circuit,Stolen Property,9.0,,9.0,1.0,8.0
2013,First Circuit,Vandalism,118.0,8.0,126.0,18.0,108.0
2013,First Circuit,Weapons,121.0,29.0,150.0,31.0,119.0
2013,First Circuit,Prostitution,8.0,4.0,12.0,12.0,
2013,First Circuit,Sex Offenses,189.0,59.0,248.0,44.0,204.0
2013,First Circuit,Narcotic Drug Laws,1223.0,331.0,1554.0,324.0,1230.0
2013,First Circuit,Gambling,36.0,4.0,40.0,1.0,39.0
2013,First Circuit,Offenses Against Family & Children,84.0,7.0,91.0,8.0,83.0
2013,First Circuit,Driving Under the Influence,64.0,34.0,98.0,34.0,98.0
2013,First Circuit,Liquor Laws,40.0,2.0,42.0,7.0,35.0
2013,First Circuit,Disorderly Conduct,15.0,5.0,20.0,1.0,19.0
2013,First Circuit,All Other Offenses (Except Traffic),970.0,292.0,1262.0,192.0,1070.0
2013,First Circuit,Traffic Offenses,152.0,47.0,199.0,34.0,165.0
2013,Second Circuit,TOTAL CASES,6453.0,2288.0,8741.0,1526.0,7267.0
2013,Second Circuit,Civil Actions,2091.0,1092.0,3183.0,814.0,2369.0
2013,Second Circuit,Contract,314.0,109.0,423.0,121.0,302.0
2013,Second Circuit,Motor Vehicle Tort,139.0,81.0,220.0,79.0,141.0
2013,Second Circuit,Assault & Battery,4.0,1.0,5.0,2.0,3.0
2013,Second Circuit,Construction Defect,6.0,2.0,8.0,1.0,7.0
2013,Second Circuit,Medical Malpractice,11.0,5.0,16.0,3.0,13.0
2013,Second Circuit,Legal Malpractice,2.0,1.0,3.0,1.0,2.0
2013,Second Circuit,Product Liability,6.0,4.0,10.0,2.0,8.0
2013,Second Circuit,Other Non-Vehicle Tort,171.0,62.0,233.0,58.0,175.0
2013,Second Circuit,Condemnation,8.0,2.0,10.0,2.0,8.0
2013,Second Circuit,Foreclosure,1087.0,707.0,1794.0,458.0,1336.0
2013,Second Circuit,Agency Appeal,47.0,15.0,62.0,5.0,57.0
2013,Second Circuit,Declaratory Judgment,55.0,19.0,74.0,15.0,59.0
2013,Second Circuit,Agreement of Sale Foreclosure,1.0,,1.0,,1.0
2013,Second Circuit,Other Civil Action,240.0,84.0,324.0,67.0,257.0
2013,Second Circuit,Probate Proceedings,1344.0,216.0,1560.0,57.0,1503.0
2013,Second Circuit,Probate Intestate,77.0,11.0,88.0,2.0,86.0
2013,Second Circuit,Probate Testate,125.0,9.0,134.0,3.0,131.0
2013,Second Circuit,Special Administration,480.0,65.0,545.0,3.0,542.0
2013,Second Circuit,Small Estate,20.0,19.0,39.0,8.0,31.0
2013,Second Circuit,Informal Will,424.0,47.0,471.0,1.0,470.0
2013,Second Circuit,Other,218.0,65.0,283.0,40.0,243.0
2013,Second Circuit,Conservatorship/Guardianship Proceedings,644.0,32.0,676.0,4.0,672.0
2013,Second Circuit,Conservatorship/Guardianship,39.0,1.0,40.0,,40.0
2013,Second Circuit,Conservatorship,178.0,31.0,209.0,2.0,207.0
2013,Second Circuit,Guardianship,427.0,,427.0,2.0,425.0
2013,Second Circuit,Trust Proceedings,133.0,6.0,139.0,1.0,138.0
2013,Second Circuit,Miscellaneous Proceedings,539.0,86.0,625.0,26.0,599.0
2013,Second Circuit,Mechanic's and Materialman's Lien,76.0,6.0,82.0,3.0,79.0
2013,Second Circuit,Other Special Proceedings,463.0,80.0,543.0,23.0,520.0
2013,Second Circuit,Criminal Actions @,1702.0,856.0,2558.0,624.0,1934.0
2013,Second Circuit,Part I,801.0,475.0,1276.0,302.0,974.0
2013,Second Circuit,Murder & Non-Negligent Manslaughter,12.0,6.0,18.0,4.0,14.0
2013,Second Circuit,Negligent Homicide,5.0,,5.0,1.0,4.0
2013,Second Circuit,Forcible Rape,8.0,5.0,13.0,2.0,11.0
2013,Second Circuit,Robbery,15.0,25.0,40.0,12.0,28.0
2013,Second Circuit,Aggravated Assault,130.0,85.0,215.0,80.0,135.0
2013,Second Circuit,Burglary,130.0,123.0,253.0,42.0,211.0
2013,Second Circuit,Larceny - Theft,410.0,183.0,593.0,132.0,461.0
2013,Second Circuit,Auto Theft,91.0,48.0,139.0,31.0,108.0
2013,Second Circuit,Part II,901.0,381.0,1282.0,322.0,960.0
2013,Second Circuit,Other Assaults,10.0,19.0,29.0,16.0,13.0
2013,Second Circuit,Arson,9.0,9.0,18.0,6.0,12.0
2013,Second Circuit,Forgery and Counterfeiting,70.0,17.0,87.0,10.0,77.0
2013,Second Circuit,Fraud,99.0,14.0,113.0,10.0,103.0
2013,Second Circuit,Embezzlement,2.0,,2.0,,2.0
2013,Second Circuit,Stolen Property,7.0,,7.0,,7.0
2013,Second Circuit,Vandalism,21.0,8.0,29.0,5.0,24.0
2013,Second Circuit,Weapons,57.0,19.0,76.0,18.0,58.0
2013,Second Circuit,Prostitution,,,,,
2013,Second Circuit,Sex Offenses,21.0,21.0,42.0,14.0,28.0
2013,Second Circuit,Narcotic Drug Laws,386.0,174.0,560.0,135.0,425.0
2013,Second Circuit,Gambling,6.0,,6.0,3.0,3.0
2013,Second Circuit,Offenses Against Family & Children,13.0,8.0,21.0,11.0,10.0
2013,Second Circuit,Driving Under the Influence,9.0,8.0,17.0,5.0,12.0
2013,Second Circuit,Liquor Laws,1.0,16.0,17.0,8.0,9.0
2013,Second Circuit,Disorderly Conduct,1.0,2.0,3.0,2.0,1.0
2013,Second Circuit,All Other Offenses (Except Traffic),169.0,58.0,227.0,64.0,163.0
2013,Second Circuit,Traffic Offenses,20.0,8.0,28.0,15.0,13.0
2013,Third Circuit,TOTAL CASES,7340.0,2673.0,10013.0,1601.0,8412.0
2013,Third Circuit,Civil Actions,2483.0,1328.0,3811.0,798.0,3013.0
2013,Third Circuit,Contract,318.0,121.0,439.0,107.0,332.0
2013,Third Circuit,Motor Vehicle Tort,141.0,68.0,209.0,53.0,156.0
2013,Third Circuit,Assault & Battery,12.0,4.0,16.0,2.0,14.0
2013,Third Circuit,Construction Defect,3.0,,3.0,,3.0
2013,Third Circuit,Medical Malpractice,11.0,6.0,17.0,3.0,14.0
2013,Third Circuit,Legal Malpractice,5.0,1.0,6.0,,6.0
2013,Third Circuit,Product Liability,7.0,5.0,12.0,3.0,9.0
2013,Third Circuit,Other Non-Vehicle Tort,149.0,58.0,207.0,29.0,178.0
2013,Third Circuit,Condemnation,9.0,1.0,10.0,,10.0
2013,Third Circuit,Foreclosure,1490.0,942.0,2432.0,512.0,1920.0
2013,Third Circuit,Agency Appeal,31.0,22.0,53.0,11.0,42.0
2013,Third Circuit,Declaratory Judgment,48.0,21.0,69.0,9.0,60.0
2013,Third Circuit,Agreement of Sale Foreclosure,,1.0,1.0,,1.0
2013,Third Circuit,Other Civil Action,259.0,78.0,337.0,67.0,270.0
2013,Third Circuit,Probate Proceedings,1073.0,304.0,1377.0,141.0,1236.0
2013,Third Circuit,Probate Intestate,61.0,2.0,63.0,1.0,62.0
2013,Third Circuit,Probate Testate,55.0,3.0,58.0,,58.0
2013,Third Circuit,Special Administration,517.0,123.0,640.0,42.0,598.0
2013,Third Circuit,Small Estate,41.0,36.0,77.0,,77.0
2013,Third Circuit,Informal Will,266.0,48.0,314.0,22.0,292.0
2013,Third Circuit,Other,133.0,92.0,225.0,74.0,151.0
2013,Third Circuit,Conservatorship/Guardianship Proceedings,793.0,30.0,823.0,38.0,785.0
2013,Third Circuit,Conservatorship/Guardianship,52.0,7.0,59.0,2.0,57.0
2013,Third Circuit,Conservatorship,209.0,23.0,232.0,13.0,219.0
2013,Third Circuit,Guardianship,532.0,,532.0,23.0,509.0
2013,Third Circuit,Trust Proceedings,59.0,18.0,77.0,3.0,74.0
2013,Third Circuit,Miscellaneous Proceedings,389.0,105.0,494.0,46.0,448.0
2013,Third Circuit,Mechanic's and Materialman's Lien,62.0,8.0,70.0,4.0,66.0
2013,Third Circuit,Other Special Proceedings,327.0,97.0,424.0,42.0,382.0
2013,Third Circuit,Criminal Actions @,2543.0,888.0,3431.0,575.0,2856.0
2013,Third Circuit,Part I,989.0,352.0,1341.0,254.0,1087.0
2013,Third Circuit,Murder & Non-Negligent Manslaughter,25.0,10.0,35.0,7.0,28.0
2013,Third Circuit,Negligent Homicide,7.0,3.0,10.0,4.0,6.0
2013,Third Circuit,Forcible Rape,12.0,1.0,13.0,1.0,12.0
2013,Third Circuit,Robbery,42.0,20.0,62.0,12.0,50.0
2013,Third Circuit,Aggravated Assault,248.0,98.0,346.0,75.0,271.0
2013,Third Circuit,Burglary,182.0,73.0,255.0,59.0,196.0
2013,Third Circuit,Larceny - Theft,394.0,118.0,512.0,79.0,433.0
2013,Third Circuit,Auto Theft,79.0,29.0,108.0,17.0,91.0
2013,Third Circuit,Part II,1554.0,536.0,2090.0,321.0,1769.0
2013,Third Circuit,Other Assaults,103.0,21.0,124.0,24.0,100.0
2013,Third Circuit,Arson,11.0,3.0,14.0,2.0,12.0
2013,Third Circuit,Forgery and Counterfeiting,40.0,7.0,47.0,5.0,42.0
2013,Third Circuit,Fraud,75.0,9.0,84.0,4.0,80.0
2013,Third Circuit,Embezzlement,1.0,,1.0,,1.0
2013,Third Circuit,Stolen Property,6.0,2.0,8.0,1.0,7.0
