Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2009,Second Circuit,Traffic Violations,17124.0,32220.0,49344.0,34379.0,15031.0
2009,First Circuit,Traffic Violations,336621.0,329537.0,666158.0,423543.0,248872.0
2010,Second Circuit,Traffic Violations,14985.0,31083.0,46068.0,37355.0,8800.0
2010,First Circuit,Traffic Violations,246537.0,326255.0,572792.0,372721.0,206777.0
2010,Fifth Circuit,Traffic Violations,7420.0,14172.0,21592.0,12522.0,9019.0
2010,Third Circuit,Traffic Violations,32658.0,45375.0,78033.0,42039.0,36418.0
2011,First Circuit,Traffic Violations,206799.0,309155.0,515954.0,322862.0,199479.0
2011,Second Circuit,Traffic Violations,8433.0,33581.0,42014.0,33274.0,8871.0
2011,Fifth Circuit,Traffic Violations,9172.0,15654.0,24826.0,13601.0,11238.0
2011,Third Circuit,Traffic Violations,36334.0,44472.0,80806.0,40250.0,40794.0
2012,Fifth Circuit,Traffic Violations,10292.0,14357.0,24649.0,14196.0,10453.0
2012,Third Circuit,Traffic Violations,40078.0,44358.0,84436.0,39177.0,45520.0
2012,Second Circuit,Traffic Violations,8674.0,35380.0,44054.0,35064.0,9177.0
2012,First Circuit,Traffic Violations,185062.0,301967.0,487029.0,310353.0,182292.0
2013,Fifth Circuit,Traffic Violations,9637.0,12067.0,21704.0,12510.0,9196.0
2013,Third Circuit,Traffic Violations,44778.0,39912.0,84690.0,43359.0,41508.0
2013,Second Circuit,Traffic Violations,9093.0,35480.0,44573.0,33940.0,10746.0
2013,First Circuit,Traffic Violations,183543.0,284823.0,468366.0,273521.0,203398.0
2014,Fifth Circuit,Traffic Violations,8677.0,13869.0,22546.0,10526.0,12020.0
2014,First Circuit,Traffic Violations,206056.0,282158.0,488214.0,274952.0,218908.0
2014,Second Circuit,Traffic Violations,10625.0,31237.0,41862.0,29643.0,12307.0
2014,Third Circuit,Traffic Violations,41348.0,43614.0,84962.0,46976.0,38384.0
2015,Second Circuit,Traffic Violations,12358.0,33867.0,46225.0,31350.0,14959.0
2015,First Circuit,Traffic Violations,216099.0,333052.0,549151.0,295213.0,259598.0
2015,Third Circuit,Traffic Violations,37594.0,39795.0,77389.0,36820.0,40822.0
2015,Fifth Circuit,Traffic Violations,11398.0,13962.0,25360.0,14980.0,10393.0
2016,Fifth Circuit,Traffic Violations,13307.0,11267.0,24574.0,15006.0,9568.0
2016,Third Circuit,Traffic Violations,39393.0,41573.0,80966.0,48498.0,32468.0
2016,Second Circuit,Traffic Violations,14143.0,38626.0,52769.0,39654.0,13115.0
2016,First Circuit,Traffic Violations,237604.0,322120.0,559724.0,362090.0,197634.0
2017,Fifth Circuit,Traffic Violations,3729.0,13515.0,17244.0,14100.0,3144.0
2017,Third Circuit,Traffic Violations,20328.0,40766.0,61094.0,50332.0,10762.0
2017,First Circuit,Traffic Violations,125168.0,314694.0,439862.0,357967.0,81895.0
2017,Second Circuit,Traffic Violations,13546.0,43200.0,56746.0,50432.0,6314.0
2018,Fifth Circuit,Traffic Violations,2738.0,10059.0,12797.0,11135.0,1662.0
2018,Third Circuit,Traffic Violations,17764.0,40811.0,58575.0,48652.0,9923.0
2018,Second Circuit,Traffic Violations,8504.0,40342.0,48846.0,44616.0,4230.0
2018,First Circuit,Traffic Violations,82575.0,314072.0,396647.0,310896.0,85751.0
2019,Fifth Circuit,Traffic Violations,4335.0,9395.0,13730.0,10645.0,3085.0
2019,First Circuit,Traffic Violations,159674.0,265544.0,425218.0,332567.0,92651.0
2019,Second Circuit,Traffic Violations,11094.0,36587.0,47681.0,42459.0,5222.0
2019,Third Circuit,Traffic Violations,22026.0,37120.0,59146.0,42322.0,16824.0
2020,Second Circuit,Traffic Violations,9618.0,31426.0,41044.0,36184.0,4860.0
2020,Fifth Circuit,Traffic Violations,5209.0,9674.0,14883.0,10174.0,4709.0
2020,Third Circuit,Traffic Violations,24310.0,36294.0,60604.0,36835.0,23769.0
2020,First Circuit,Traffic Violations,137926.0,236024.0,374353.0,262836.0,111517.0
2021,Fifth Circuit,Traffic Violations,6314.0,8198.0,14512.0,12542.0,1970.0
2021,Third Circuit,Traffic Violations,15664.0,37276.0,52940.0,36446.0,16494.0
2021,Second Circuit,Traffic Violations,10161.0,25170.0,35331.0,31392.0,3939.0
2021,First Circuit,Traffic Violations,139497.0,273496.0,412993.0,318348.0,94645.0
2022,Third Circuit,Traffic Violations,32286.0,38202.0,70488.0,34903.0,35585.0
2022,Fifth Circuit,Traffic Violations,4072.0,13633.0,17705.0,10561.0,7144.0
2022,First Circuit,Traffic Violations,160536.0,259622.0,420158.0,308018.0,112140.0
2022,Second Circuit,Traffic Violations,9187.0,33080.0,42267.0,36739.0,5528.0
2023,First Circuit,Traffic Violations,124494.0,237323.0,362217.0,260016.0,102201.0
2023,Second Circuit,Traffic Violations,10344.0,29734.0,40078.0,34048.0,6030.0
2023,Third Circuit,Traffic Violations,31478.0,36988.0,68466.0,42718.0,25748.0
2023,Fifth Circuit,Traffic Violations,8457.0,10897.0,19354.0,13747.0,5607.0
